id,name,area,address,postcode,lon,lat,phone,capacity,women,usage,multi,theme,management,website,email,phone_enhanced,facebook,instagram,youtube,twitter,linkedin,contact_page,MuslimsInBritainData
2144,Masjid Northwood Hills & Community Centre,Northwood,Joel St,HA6 1NL,-0.4104989,51.5975733,+44 7716 756677,Unavailable,not available,not available,False,not available,not available,http://ironaid.org/,info@ironaid.org,not available,Unavailable,https://www.instagram.com/ironaid.foundation/,https://www.youtube.com/channel/UC3xYPkKXAD6oyMnQMkASGYA,Unavailable,Unavailable,https://ironaid.org/contact-us/,False
2145,Darul Ummah Hornchurch - House of the Community,Hornchurch,10 Maybank Ave,RM12 5SA,0.2031683,51.5454066,Unavailable,Unavailable,not available,not available,False,not available,not available,https://duhornchurch.org.uk/,info@duhornchurch.org.uk,not available,Unavailable,Unavailable,https://www.youtube.com/@darulummahhornchurch/videos,Unavailable,Unavailable,https://duhornchurch.org.uk/contact/,False
2146,Jummah Salaah - Skelmersdale,Skelmersdale,"Greenhill Community Hub, Beech Cl",WN8 8DL,-2.7944034,53.5495208,+44 7834 719789,Unavailable,not available,J,False,not available,not available,https://www.masjidtooba.co.uk/skem/,zakir.lorgat@gmail.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://masjidtooba.co.uk/contact/,False
2147,Masjid Quba & Community Hub,Dewsbury,The Common,WF12 0LJ,-1.6232907,53.6707425,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2148,Felicity House,Liverpool,"Greensville Trust, Northdale Rd",L15 4HT,-2.9226925,53.401036,+44 151 733 0333,Unavailable,not available,not available,False,not available,not available,http://www.greensvilletrust.org/,info@greensvilletrust.org,not available,Unavailable,Unavailable,https://www.youtube.com/watch?v=xe1Mtuok0Lg,Unavailable,Unavailable,http://greensvilletrust.org/contact.php,False
2149,Spotland Methodist Church,Rochdale,Rooley Moor Rd,OL12 7DQ,-2.1773397,53.6250613,Unavailable,Unavailable,not available,not available,False,not available,not available,https://spotlandic.org/,info@spotlandic.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://spotlandic.org/#B480ABE1-D3C6-4657-94FA-B49F0B7DBC76,False
2150,Faizan e Jilan Masjid,Blackburn,Whalley Old Rd,BB1 5PQ,-2.4656009,53.7598171,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2151,Salahuddin Trust Mosque,Plymouth,10 Durnford St,PL1 3QJ,-4.1628429,50.3685353,Unavailable,Unavailable,not available,J,False,not available,not available,http://salahuddintrust.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2152,Orchard Street Mosque,Swansea,20 Orchard St,SA1 5AG,-3.9430671,51.6223059,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2153,Stroud Juma (Friday Prayer Hall),Stroud,Stratford Rd,GL5 4AF,-2.2249799,51.7498108,+44 7388 050236,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2154,Faizan e Madinah Jamia Masjid,Bristol,577-579 Fishponds Rd,BS16 3AF,-2.5382441,51.4768659,+44 7711 030475,Unavailable,not available,not available,False,not available,not available,http://www.dawateislami.net/,support@dawateislami.net,not available,https://www.facebook.com/dawateislami.net,https://www.instagram.com/dawateislamiofficial,https://www.youtube.com/embed/kGMYCEd4UDE?rel=0,https://twitter.com/madanichannel,Unavailable,http://dawateislami.net/#pills-contact,False
2155,Taj dare madina trinity road,London,57-59 Trinity Rd,SW17 7SD,-0.1615746,51.4367759,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2156,Prayer Room (For Jummah and Shalat),Manchester,Cavendish St,M15 6BG,-2.2371559,53.470193,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2157,South Leeds Al Noor,Leeds,115 Back Middleton View,Unavailable,-1.5570541999999998,53.7779337,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2158,Grand Mosque المسجد الكبير,Manchester,199 Mauldeth Rd,M19 1AB,-2.2070599,53.4322933,+44 7988 773544,Unavailable,not available,not available,False,not available,not available,https://grandmosque.net/,info@grandmosque.net,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2160,Markaz E Ahlebait,Bolton,Fletcher St,BL3 6NG,-2.4294062,53.5682802,+44 1204 527762,Unavailable,not available,not available,False,not available,not available,http://markazeahlebait.org/,info@markazeahlebait.org,not available,https://www.facebook.com/pages/Markaz-e-Ahlebait/879352785455292,Unavailable,https://www.youtube.com/channel/UC_O5rcgVKfFbwXiOnbHJaMg,https://twitter.com/markaz_e_Ahleba,Unavailable,http://markazeahlebait.org/contact,False
2161,BECA Masjid (Old Kent Road),London,168-170 Old Kent Rd,SE1 5TY,-0.0815275,51.4907884,+44 20 3649 6795,Unavailable,not available,not available,False,not available,not available,https://www.becamasjid.org/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2162,Masjid Sulaymān Bin Dāwūd,Birmingham,196 York Rd,B28 8LE,-1.8362309,52.4381953,+44 7305 968580,Unavailable,not available,not available,False,not available,not available,https://masjidsulayman.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2163,Kowneyn education and cultural centre,Birmingham,2 Revesby Walk,B7 4LG,-1.8769667,52.4868908,+44 7535 123897,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2164,Friday Prayer (Jummah Salah),Barnsley,"Barnsley Hospital, Gawber Rd",S75,-1.500596,53.5579867,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2165,Louisa Ryland House Masjid,Birmingham,104 Edmund St,B3 2ES,-1.9020229,52.4815572,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2166,Latifiah Fultali Complex,West Bromwich,"Latifiah Fultali Complex, Lodge Rd",B70 8NX,-1.9994362,52.5203704,+44 121 516 2264,Unavailable,not available,not available,False,not available,not available,http://latifiahfultalicomplex.org/,Unavailable,not available,https://www.facebook.com/latifiahfultalicomplex,Unavailable,Unavailable,Unavailable,Unavailable,https://latifiahfultalicomplex.org/contact/,False
2167,Friday Prayer (Jummah Salah),Dewsbury,Fitton House Dewsbury District H,WF13 4HS,-1.6504839,53.7020119,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2169,South Essex Islamic Trust,Basildon,"South Essex Islamic Trust, High Rd",SS16 4ND,0.4871589999999999,51.5604076,+44 7985 048669,Unavailable,not available,not available,False,not available,not available,https://seit.org.uk/?utm_campaign=gmb,info@seit.org.uk,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://seit.org.uk/#contact_us,False
2170,Friday Prayer (Jummah Salah),Wigan,"La, Wigan Ln",WN1 2NN,-2.6296883,53.5575872,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2171,Jummah Salah in New Parks Community Centre,Leicester,St Oswalds Rd,LE3 6RJ,-1.1807584,52.643957,+44 7828 828459,Unavailable,not available,J,False,not available,not available,https://www.newparksacademy.org/,info@newparksacademy.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://newparksacademy.org/#Contact-Us,False
2172,Burgess Hill Muslim Community Mosque,Burgess Hill,130 Lower Church Rd,RH15 9AB,-0.1380609,50.9572669,+44 7899 999999,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2173,Musalla Salaam,Bradford,"unit 18, 189 Pasture Ln",BD7 2SQ,-1.8035686,53.7832546,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2174,Al-Rahmah Faith Centre,Leeds,6 Sheepscar Way,LS7 3JB,-1.5355479,53.8104905,+44 7508 044680,Unavailable,not available,not available,False,not available,not available,https://alrahmah.org.uk/,alrahmahleeds@gmail.com,not available,https://www.facebook.com/alrahmahleeds/,https://www.instagram.com/alrahmahleeds/,https://www.youtube.com/@alrahmahmasjid,Unavailable,Unavailable,https://www.alrahmah.org.uk/contact-us/,False
2175,Friday Prayer (Jummah Salah),Carlisle,Newtown Rd,Unavailable,-2.9584506,54.8969551,Unavailable,Unavailable,not available,J,False,not available,not available,https://www.ncic.nhs.uk/locations/cumberland-infirmary/facilities,susie.tate@ncuh.nhs.uk,not available,https://www.facebook.com/NCICNHS,Unavailable,https://youtube.com,https://twitter.com/NCICNHS,https://www.linkedin.com/company/north-cumbria-intergrated-care-nhs-foundation-trust,https://www.ncic.nhs.uk/contact,False
2176,HMCT – Heatons Muslims Community Trust,Stockport,"Mersey House, Battersea Rd",SK4 3EA,-2.2015139,53.4083327,+44 7776 053081,Unavailable,not available,not available,False,not available,not available,http://www.hmct.org/,info@hmct.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://hmct.org/contact-us/,False
2177,Newcastle City Mosque,Newcastle upon Tyne,"Union Chambers, 41 Grainger St",NE1 5JE,-1.6161636,54.9708043,+44 191 222 0069,Unavailable,not available,not available,False,not available,not available,http://newcastlecitymosque.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2178,Masjid Abdul raheem,Birmingham,54 Stechford Rd,B34 6BG,-1.8124195,52.4911845,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2179,WORCESTER CENTRAL MASJID,Worcester,86 Lowesmoor,WR1 2SB,-2.2153282,52.1953489,07901 652574,Unavailable,not available,not available,False,not available,not available,https://www.facebook.com/WorcesterMosque/?locale=en_GB,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2180,Masjid At-Taqwa,Wolverhampton,80 Hordern Rd,WV6 0HJ,-2.1513278,52.5984159,+44 7387 080902,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2181,Hazarat Shahjalal mosque,Milton Keynes,Unavailable,Unavailable,-0.7501591999999999,52.0021773,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2182,Lulli yard,Smethwick,4 Dibble Rd,B67 7PP,-1.9750315,52.4974638,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2183,The Fazilat Masjid (Mosque),Nottingham,46 Musters Rd,NG2 7PR,-1.1333235,52.9343222,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2184,Al-Huda,Birmingham,228 Heybarnes Rd,B10 9JF,-1.8309234,52.4698817,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2185,Clarkston Community Centre (Masjid Yusuf),Glasgow,164 Stamperland Gardens,G76 8LJ,-4.2726684,55.7949336,+44 1294 317171,Unavailable,not available,not available,False,not available,not available,https://clarkstoncommunitycentre.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://clarkstoncommunitycentre.co.uk/contact/,False
2186,Waring park,Sidcup,Unavailable,Unavailable,0.1009392,51.4264863,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2187,Birmingham City Centre Islamic Hub,Birmingham,104 Edmund St,B3 2ES,-1.9026762,52.4812145,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2189,Dagenham Ummah Welfare Trust,Dagenham,5 Hewett Rd,RM8 2XT,0.1290101,51.5514128,+44 7476 572279,Unavailable,not available,not available,False,not available,not available,https://duwt.org/,duwt@hotmail.co.uk,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://duwt.org/contact/,False
2190,Jumu'ah Salaah / Jumuaa Prayer,London,Spratt Hall Rd,E11 2RQ,0.0252555,51.5758654,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2192,Jummah Salah in Chapel (Level 1),Norwich,Colney Ln,NR4 7UY,1.2209817,52.6171466,01603 287470,Unavailable,not available,J,False,not available,not available,https://www.nnuh.nhs.uk/departments/chaplaincy/chapel-and-services/,communications@nnuh.nhs.uk,not available,https://www.facebook.com/NNUH.nhs,https://www.instagram.com/norfolkandnorwichhospital/,Unavailable,http://twitter.com/home?status=Currently reading https://www.nnuh.nhs.uk/departments/chaplaincy/chapel-and-services/,http://www.linkedin.com/shareArticle?mini=true&url=https://www.nnuh.nhs.uk/departments/chaplaincy/chapel-and-services/&title=Chaplaincy services&source=nnuh.nhs.uk,https://www.nnuh.nhs.uk/patients-visitors/contacting-and-finding-us/finding-the-nnuh/transport-to-the-nn-park-and-ride-costessey-service-10/,False
2193,The Muslim Welfare Association,Chesterfield,10A Marsden St,S40 1JY,-1.430538,53.2382285,+44 7772 236599,Unavailable,not available,not available,False,not available,not available,http://muslimwelfarechesterfield.com/,contact@muslimwelfarechesterfield.com,not available,https://www.facebook.com/pages/category/Community-Organization/The-Muslim-Welfare-Association-Chesterfield-106163637518797/,Unavailable,https://www.youtube.com/channel/UCZsrGVUkVD8jyACEiYvvSfQ,https://twitter.com/FarooqSaddique6,Unavailable,https://muslimwelfarechesterfield.com/contact-us/,False
